name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23596 b,170,9.03 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 26965 b,16,8.47 Earths,4.42018,2018
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 30177 c,181,7.6 Jupiters,8.41,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 26965 b,16,8.47 Earths,4.42018,2018
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 30177 c,181,7.6 Jupiters,8.41,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 49674 b,140,31.783 Earths,8.1,2002
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63935 b,160,10.8 Earths,8.58,2021
HD 64114 b,103,17.8 Earths,7.71,2019
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 85512 b,37,3.6 Earths,7.67,2011
HD 8574 b,146,2.03 Jupiters,7.12,2002
HD 86950 b,684,3.6 Jupiters,7.47,2016
HD 89307 b,104,2.11 Jupiters,7.02569,2009
HD 89744 b,126,8.35 Jupiters,5.73469,1999
HD 90156 b,72,17.98 Earths,6.92,2009
HD 9174 b,266,1.11 Jupiters,8.4,2016
HD 92788 b,113,3.76 Jupiters,7.31637,2000
HD 92987 b,142,16.88 Jupiters,7.03,2019
HD 95086 b,281,5 Jupiters,7.36,2013
HD 95089 b,447,1.26 Jupiters,7.92,2009
HD 95872 b,236,3.74 Jupiters,9.955,2015
HD 96063 b,457,1.27 Jupiters,8.21,2011
HD 96700 c,83,3.5 Earths,6.51,2021
HD 96992 b,1292,1.14 Jupiters,8.57,2021
HD 98219 b,371,1.964 Jupiters,8.05,2011
HD 99109 b,179,0.44 Jupiters,9.1,2005
HD 99492 b,59,22.2481 Earths,7.56727,2004
HD 99706 c,478,5.69 Jupiters,7.65,2018
HIP 105854 b,257,8.2 Jupiters,5.64,2014
HIP 107772 b,77,12.9 Earths,10.56,2020
HIP 107773 b,343,1.98 Jupiters,5.62,2015
HIP 109384 b,192,1.56 Jupiters,9.61,2016
HIP 116454 b,204,12.7132 Earths,10.19,2014
HIP 12961 b,76,0.36 Jupiters,10.25,2010
HIP 41378 b,347,8.75 Earths,8.93,2016
HIP 48714 b,34,22.9 Earths,8.99,2020
HIP 5158 b,168,1.42 Jupiters,10.16,2009
HIP 5158 c,168,15.04 Jupiters,10.16,2011
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 54373 b,61,8.62 Earths,10.38,2019
HIP 57274 c,84,0.40902 Jupiters,8.97,2011
HIP 63242 b,510,9.18 Jupiters,6.86,2013
HIP 65407 b,202,0.428 Jupiters,9.38,2016
HIP 65407 c,202,0.784 Jupiters,9.38,2016
HIP 65426 b,355,9 Jupiters,7.01,2017
HIP 65 A b,202,3.213 Jupiters,11,2020
HIP 67522 b,415,0.228 Jupiters,9.79,2020
HIP 67537 b,379,11.1 Jupiters,6.43,2017
HIP 70849 b,78,9 Jupiters,10.421,2009
HIP 71135 b,105,18.8 Earths,10.53,2019
HIP 74890 b,257,2.4 Jupiters,7.05,2016
HIP 79431 b,47,2.1 Jupiters,11.394,2009
HIP 91258 b,150,1.09 Jupiters,8.65,2013
HR 2562 b,111,30 Jupiters,6.11,2016
HR 810 b,56,2.27 Jupiters,5.4,1999
HR 858 b,104,5 Earths,6.38,2019
HR 8799 c,135,10 Jupiters,5.98,2008
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
K2-100 b,616,21.8 Earths,10.651,2016
K2-105 b,646,30 Earths,11.752,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-121 b,553,0.139 Jupiters,13.229,2017
K2-105 b,646,30 Earths,11.752,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-121 b,553,0.139 Jupiters,13.229,2017
K2-105 b,646,30 Earths,11.752,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-118 b,1049,6.99 Earths,14,2017
K2-119 b,1193,6.94 Earths,14.818,2017
K2-121 b,553,0.139 Jupiters,13.229,2017
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-179 b,622,6.86 Earths,12.939,2018
K2-17 b,408,5.6 Earths,13.411,2015
K2-180 b,665,11.44182 Earths,12.557,2018
K2-185 b,875,1.6 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-193 b,1344,14.8 Earths,13.341,2018
K2-194 b,2053,12.9 Earths,12.998,2018
K2-195 c,1028,7.16 Earths,12.524,2018
K2-196 b,1908,12.6 Earths,12.241,2018
K2-198 b,361,16.3 Earths,10.971,2018
K2-198 d,361,6.52 Earths,10.971,2019
K2-199 b,351,4.16 Earths,12.358,2018
K2-199 c,351,8.15 Earths,12.358,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,7.5 Earths,13.024,2015
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-206 b,797,8.22 Earths,13.084,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-216 b,377,8 Earths,12.403,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-220 b,762,6.3 Earths,11.873,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-231 b,1048,6.8 Earths,12.768,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-216 b,377,8 Earths,12.403,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-220 b,762,6.3 Earths,11.873,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-231 b,1048,6.8 Earths,12.768,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-216 b,377,8 Earths,12.403,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-220 b,762,6.3 Earths,11.873,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-231 b,1048,6.8 Earths,12.768,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-216 b,377,8 Earths,12.403,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-220 b,762,6.3 Earths,11.873,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-231 b,1048,6.8 Earths,12.768,2018
K2-215 b,1318,5.16 Earths,12.99,2018
K2-216 b,377,8 Earths,12.403,2018
K2-217 b,1246,12.5 Earths,12.264,2018
K2-219 b,1061,2.38 Earths,12.09,2018
K2-219 d,1061,7.16 Earths,12.09,2018
K2-220 b,762,6.3 Earths,11.873,2018
K2-222 b,331,6.3 Earths,9.543,2018
K2-224 b,898,3.05 Earths,12.7,2018
K2-22 b,795,1.4 Jupiters,15.565,2015
K2-231 b,1048,6.8 Earths,12.768,2018
K2-232 b,426,0.398 Jupiters,9.822,2018
K2-233 c,220,12.81 Earths,10.883,2018
K2-237 b,1028,1.236 Jupiters,11.602,2018
K2-238 b,1755,0.86 Jupiters,13.973,2018
K2-239 b,101,1.37 Earths,14.632,2018
K2-240 b,238,4.66 Earths,13.372,2018
K2-240 c,238,3.89 Earths,13.372,2018
K2-242 b,356,6.99 Earths,16.414,2018
K2-243 b,871,5.35 Earths,10.971,2018
K2-243 c,871,4.7 Earths,10.971,2018
K2-247 b,842,5.14 Earths,14.857,2018
K2-247 c,842,5.43 Earths,14.857,2018
K2-249 b,1702,8.2 Earths,12.646,2018
K2-24 b,556,19 Earths,11.275,2016
K2-250 b,1353,6.53 Earths,14.314,2018
K2-251 b,480,6.12 Earths,15.66,2018
K2-252 b,746,3.68 Earths,12.93,2018
K2-254 b,743,3.29 Earths,14.238,2018
K2-254 c,743,5.43 Earths,14.238,2018
K2-261 b,696,0.223 Jupiters,10.612,2018
K2-263 b,530,14.8 Earths,11.568,2018
K2-264 b,605,5.61 Earths,16.701,2018
K2-264 c,605,7.6 Earths,16.701,2018
K2-266 c,253,0.29013 Earths,11.625,2018
K2-266 d,253,8.9 Earths,11.625,2018
K2-266 e,253,14.3 Earths,11.625,2018
K2-269 b,1177,3.09 Earths,11.784,2018
K2-275 b,403,6.08 Earths,11.974,2018
K2-278 b,2565,9.17 Earths,13.446,2018
K2-279 b,597,1.92 Earths,11.491,2018
K2-27 b,814,30.9 Earths,12.689,2016
K2-282 b,1619,8.35 Earths,14.21,2018
K2-283 b,1314,12.2 Earths,14.364,2018
K2-286 b,248,5.06 Earths,12.881,2018
K2-28 b,205,5.99 Earths,16.526,2016
K2-290 b,890,10.9 Earths,11.114,2019
K2-290 c,890,0.774 Jupiters,11.114,2019
K2-291 b,294,6.49 Earths,10.014,2019
K2-294 b,1217,3.39 Earths,12.649,2019
K2-295 b,759,0.335 Jupiters,13.8941,2018
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-318 b,482,3.39 Earths,15.8,2020
K2-320 b,355,7.37 Earths,17.81,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-35 b,824,2.3 Earths,14.166,2016
K2-37 c,587,8 Earths,12.573,2016
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-318 b,482,3.39 Earths,15.8,2020
K2-320 b,355,7.37 Earths,17.81,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-35 b,824,2.3 Earths,14.166,2016
K2-37 c,587,8 Earths,12.573,2016
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-318 b,482,3.39 Earths,15.8,2020
K2-320 b,355,7.37 Earths,17.81,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-35 b,824,2.3 Earths,14.166,2016
K2-37 c,587,8 Earths,12.573,2016
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-318 b,482,3.39 Earths,15.8,2020
K2-320 b,355,7.37 Earths,17.81,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-35 b,824,2.3 Earths,14.166,2016
K2-37 c,587,8 Earths,12.573,2016
K2-29 b,582,0.73 Jupiters,12.532,2016
K2-318 b,482,3.39 Earths,15.8,2020
K2-320 b,355,7.37 Earths,17.81,2020
K2-322 b,403,4.35 Earths,13.963,2020
K2-323 b,386,5.06 Earths,14.935,2020
K2-32 c,514,8.1 Earths,12.304,2016
K2-32 d,514,6.7 Earths,12.304,2016
K2-32 e,514,2.1 Earths,12.304,2019
K2-35 b,824,2.3 Earths,14.166,2016
K2-37 c,587,8 Earths,12.573,2016
K2-43 c,595,6.44 Earths,15.748,2019
K2-47 b,1141,4.23 Earths,14.065,2016
K2-48 b,1023,5.65 Earths,14.345,2016
K2-55 b,520,14 Earths,13.519,2016
K2-5 b,662,4.31 Earths,14.974,2015
K2-60 b,1604,0.426 Jupiters,12.857,2016
K2-66 b,1676,21.3 Earths,11.71,2016
K2-68 b,550,3.12 Earths,12.987,2016
K2-6 b,1033,6.8 Earths,12.66,2015
K2-72 b,217,1.28 Earths,15.37,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
K2-74 b,1232,5.95 Earths,12.715,2016
K2-7 b,2409,7.61 Earths,13.453,2015
K2-80 b,655,4.7 Earths,12.694,2016
K2-80 c,655,2.76 Earths,12.694,2016
K2-83 b,409,2.08 Earths,14.522,2016
K2-84 b,929,6.39 Earths,13.386,2016
K2-85 b,317,1.01 Earths,12.416,2016
K2-87 b,1602,0.141 Jupiters,14.136,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-97 b,2865,0.48 Jupiters,12.486,2016
Kepler-1009 b,1158,5.35 Earths,15.758,2016
Kepler-100 d,994,3 Earths,11.055,2014
Kepler-1019 b,633,2.73 Earths,13.882,2016
Kepler-101 b,3027,0.16 Jupiters,13.7,2014
Kepler-1023 b,2264,7.41 Earths,14.7121,2016
Kepler-1027 b,1321,0.64 Earths,12.994,2016
Kepler-102 d,352,3.8 Earths,12.072,2014
Kepler-1034 b,2135,5.73 Earths,15.269,2016
Kepler-1037 b,1458,2.18 Earths,14.475,2016
Kepler-103 b,1614,9.7 Earths,11.883,2014
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1040 b,1573,4.98 Earths,13.614,2016
Kepler-1041 b,4847,8.96 Earths,14.576,2016
Kepler-1043 b,2947,7.04 Earths,14.949,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1074 b,818,2.1 Earths,15.599,2016
Kepler-1075 b,950,2.6 Earths,15.909,2016
Kepler-1076 b,649,0.437 Earths,13.175,2016
Kepler-1078 b,8095,4.27 Earths,15.703,2016
Kepler-1079 b,1928,3.29 Earths,12.78,2016
Kepler-107 c,1716,9.39 Earths,12.543,2014
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-1093 c,3500,4.5 Earths,13.781,2016
Kepler-1097 b,2348,10.7 Earths,15.652,2016
Kepler-1099 b,3336,8.4 Earths,15.137,2016
Kepler-109 b,1549,7.3 Earths,12.398,2014
Kepler-10 c,605,7.37 Earths,11.043,2011
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
